feature_set,group_col,heldout,actual_support_compatible,n_cells,motif_score,predicted_support_compatible,correct,cell_logloss,cell_brier,prob_min,prob_max
meta_core,pair,e101_vs_e95,0,50,0.6495768788250426,True,False,1.0567299127312166,0.4244445783582385,0.44998541284641325,0.6906752031463094
meta_core,pair,e101_vs_mixmin,1,550,0.4417666502217576,False,False,0.8249650937460785,0.31438513045215344,0.30392667273964546,0.5073496966857478
meta_core,pair,e72_vs_e95,0,1047,0.6376141746139485,True,False,1.0436970185214072,0.41418760927295906,0.4296487029185605,0.7589895244287124
meta_core,pair,e72_vs_mixmin,0,893,0.6042439214423757,True,False,0.9416609623849425,0.369645806783333,0.4455143319222179,0.7287361987122053
meta_core,pair,e95_vs_mixmin,1,550,0.4375025098101526,False,False,0.8380694747948576,0.3202518635733635,0.2939697018752102,0.5126681088076377
meta_core,pair,mixmin_vs_a2c8,1,1256,0.33981312483303566,False,False,1.1445373024331043,0.45081130383716067,0.18728723894716945,0.5438336448602193
meta_public_axis,pair,e101_vs_e95,0,50,0.6442648906734773,True,False,1.0417718542498187,0.4175958250010497,0.4078874492002435,0.7040038672569751
meta_public_axis,pair,e101_vs_mixmin,1,550,0.46419753636251415,False,False,0.8289183997891051,0.3101040754193953,0.1348912990298001,0.6981109937674987
meta_public_axis,pair,e72_vs_e95,0,1047,0.64821067217706,True,False,1.1726921522263127,0.4483469065409827,0.06738513438597744,0.8925621973211145
meta_public_axis,pair,e72_vs_mixmin,0,893,0.5831773125556071,True,False,0.9062884002631163,0.35140543941751207,0.25096273087578513,0.7739954976563139
meta_public_axis,pair,e95_vs_mixmin,1,550,0.4532898760673221,False,False,0.866245296265833,0.3253031056074843,0.1220900487031235,0.7064448713842134
meta_public_axis,pair,mixmin_vs_a2c8,1,1256,0.3942615951230712,False,False,0.9870529771874871,0.38305324967081766,0.11733063309344216,0.6583544183508917
meta_public_axis_plus_support_label,pair,e101_vs_e95,0,50,0.645733853915349,True,False,1.046466842047905,0.4195992428241953,0.4156260174601101,0.7119038901251424
meta_public_axis_plus_support_label,pair,e101_vs_mixmin,1,550,0.46416951529304157,False,False,0.8290331683677682,0.3101521987862045,0.13456328806767648,0.6985570483636986
meta_public_axis_plus_support_label,pair,e72_vs_e95,0,1047,0.6484695249729518,True,False,1.1754714554343653,0.44897339677586906,0.06731905299114649,0.8965127575438167
meta_public_axis_plus_support_label,pair,e72_vs_mixmin,0,893,0.583527364348389,True,False,0.907665756707801,0.35194389132336806,0.24366815969576336,0.7794198906450387
meta_public_axis_plus_support_label,pair,e95_vs_mixmin,1,550,0.4532230118328613,False,False,0.8665680520807947,0.3254403997547238,0.1227655111236453,0.7076574872564919
meta_public_axis_plus_support_label,pair,mixmin_vs_a2c8,1,1256,0.39418089486088953,False,False,0.9872465316796354,0.38316297042932385,0.12003656517961732,0.661752872521581
meta_public_axis_plus_swing,pair,e101_vs_e95,0,50,0.47908506288146285,False,True,0.6697505194060779,0.24062757657863956,0.13700507257181338,0.627086281289266
meta_public_axis_plus_swing,pair,e101_vs_mixmin,1,550,0.4294041257263091,False,False,0.8968943098464116,0.34011123466959353,0.019727118679601495,0.6329981987591047
meta_public_axis_plus_swing,pair,e72_vs_e95,0,1047,0.6047570157701104,True,False,1.0838402302060641,0.4049145271913833,0.09897224246868874,0.8891554211413634
meta_public_axis_plus_swing,pair,e72_vs_mixmin,0,893,0.5038995337614974,True,False,0.7144673803255963,0.26032234806314664,0.16614551825859458,0.7309385198742704
meta_public_axis_plus_swing,pair,e95_vs_mixmin,1,550,0.44755973090125983,False,False,0.8514110423053142,0.31985482674879595,0.023245110128369564,0.6455958795244079
meta_public_axis_plus_swing,pair,mixmin_vs_a2c8,1,1256,0.5740131329400034,True,True,0.5971223927434899,0.20468747938082923,0.08146201286294516,0.8642830824036242
