feature_set,alpha,n_x_features,loo_mae,loo_rmse,weighted_loo_mae,weighted_loo_rmse,loo_spearman,loo_pair_acc,h088_loo_pred,h088_loo_error,h088_loo_abs_error,h088_sign_ok,base_loo_abs_error,full_fit_weighted_mae,frontier_rank_score
state_core,0.1,105,0.00038207995456703193,0.0005997506060791924,0.0004170681900857813,0.000733256026151749,0.9210698195560023,0.9054545454545454,0.0007568219460171585,1.0213946017120995e-05,1.0213946017120995e-05,1.0,0.001495198193963752,1.0844315441688503e-05,0.0011301657414204823
state_context,0.3,120,0.00048335637610453917,0.0007419646644931531,0.00045387724914685163,0.0006945943227253336,0.9880409018088939,0.9636363636363636,0.0005633808754646784,-0.00018322712453535902,0.00018322712453535902,1.0,0.0013655493418307384,2.6550581129276328e-05,0.0013249565301843714
state_core,0.3,105,0.0003788322164348015,0.0005184091838331406,0.0004718386612730775,0.0006833436271253329,0.927592976918297,0.9127272727272727,0.00021836292790166484,-0.0005282450720983726,0.0005282450720983726,1.0,0.001314198470301381,1.9580022412172896e-05,0.001871714207750033
state_core,0.03,105,0.00046053613475794536,0.0008056097665682813,0.0005589607373679303,0.000876598443000988,0.9288976083907559,0.9054545454545454,0.0012202302749100438,0.00047362227491000637,0.00047362227491000637,1.0,0.0017257431788710175,4.941528329422541e-06,0.002227087163819653
state_core,0.003,105,0.00043869844094539706,0.0007516537707951119,0.0005852370957335563,0.0009962060001518186,0.9658621667770921,0.9345454545454546,0.0010573961224313044,0.00031078812243126694,0.00031078812243126694,1.0,0.002030645394561391,1.2075515446547407e-06,0.0022359058996609146
state_context,0.1,120,0.0004215514463873158,0.0006116787819828644,0.000575594452885449,0.0008247234617827573,0.9802131129741404,0.9527272727272728,0.0012974125736130333,0.0005508045736129959,0.0005508045736129959,1.0,0.0016061755165976224,1.552496979911835e-05,0.0022525091938686145
state_core,0.01,105,0.0004805253121988906,0.0008332711552135765,0.000616090299003061,0.000964401477318749,0.9610785180447428,0.9309090909090909,0.0013277553113979596,0.0005811473113979222,0.0005811473113979222,1.0,0.001895963626380376,2.331643794076835e-06,0.0025986115310123073
state_context,1.0,120,0.0005557261295293074,0.0008021566731931771,0.0005247457383216833,0.00069970428374198,0.9836921302340308,0.9563636363636364,-0.00012128683957946245,-0.0008678948395794999,0.0008678948395794999,0.0,0.0011379023173877193,4.214902994992178e-05,0.002697366248065934
state_core,1.0,105,0.00048622391792957066,0.0006229118602716538,0.000541895890469447,0.0007374969688799869,0.9645575353046333,0.9345454545454546,-0.00031124244269007924,-0.0010578504426901167,0.0010578504426901167,0.0,0.0011607829680947066,3.424168577380562e-05,0.0030561652286825417
state_context,100.0,120,0.0007711753957843603,0.001056613041424016,0.0006067842286128753,0.0007627333330995784,0.9802131129741404,0.9527272727272728,-0.0006472140268023276,-0.001393822026802365,0.001393822026802365,0.0,0.0006434436805772114,0.0002288956985323563,0.0033288556433783345
state_core,100.0,105,0.0007547236570724321,0.0010558736514763435,0.0006190332243618495,0.0007656758965025268,0.9849967617064898,0.96,-0.0006265894128077267,-0.0013731974128077641,0.0013731974128077641,0.0,0.0006809763984794721,0.00023739828400078092,0.003332038221121417
target_only,100.0,59,0.0007574465290375891,0.0011731407843468785,0.0006286937879107122,0.0008038878194480782,0.9789084815016813,0.9490909090909091,-0.0007583061620761157,-0.0015049141620761533,0.0015049141620761533,0.0,0.0005055940170875534,0.0002752638688420835,0.003458214865304571
state_context,3.0,120,0.0005736420997515523,0.0007225200900141794,0.0005743373210393038,0.0007770563912088759,0.9836921302340308,0.9563636363636364,-0.0006128728213229663,-0.0013594808213230037,0.0013594808213230037,0.0,0.0009850330769895952,5.9739204733955956e-05,0.003468938843674483
state_core,3.0,105,0.0005415236455749945,0.0006827826733424579,0.000596888458018559,0.000831642787294182,0.9828223759190582,0.9527272727272728,-0.0007517384553844426,-0.00149834645538448,0.00149834645538448,0.0,0.0010330184772752928,5.3710102565696054e-05,0.0037701709044622345
state_context,0.03,120,0.00038294367956966243,0.0006294770259820845,0.0007734018954984092,0.0010761050408707392,0.9667319210920647,0.9381818181818182,0.002045057757538756,0.0012984497575387185,0.0012984497575387185,1.0,0.0018921803598070156,7.239680053981186e-06,0.003949540090444819
state_context,30.0,120,0.000680561475072795,0.0008812370389205478,0.0006294548374226833,0.0008682722480721032,0.9806479901316266,0.9563636363636364,-0.0009694037140318436,-0.001716011714031881,0.001716011714031881,0.0,0.0007789779922293767,0.00013855609662498725,0.004001921532896617
state_context,10.0,120,0.0005563226622516933,0.0007433995600000279,0.0006124335334553511,0.0008646755648347053,0.9802131129741404,0.9527272727272728,-0.0009507177412106461,-0.0016973257412106835,0.0016973257412106835,0.0,0.0008696371936543141,8.837552976250395e-05,0.004013010679055043
state_core,30.0,105,0.0006754419712798051,0.0008754113874285567,0.0006588844313820971,0.0008996663392435643,0.9789084815016813,0.9527272727272728,-0.0010297158659334608,-0.0017763238659334983,0.0017763238659334983,0.0,0.000824621908161408,0.00014761783568318414,0.0041724749525991365
state_core,10.0,105,0.0005700705699726566,0.0007607675517843738,0.0006385807357729764,0.0009194916232785466,0.975429464241791,0.9490909090909091,-0.0010715872247314124,-0.00181819522473145,0.00181819522473145,0.0,0.0009165598134325767,8.571883745048605e-05,0.004288848894489274
state_context,0.003,120,0.0004877920572440889,0.000788168138085125,0.0008811208378822877,0.0012916893834552365,0.9649924124621196,0.9345454545454546,0.0020404908261340672,0.0012938828261340298,0.0012938828261340298,1.0,0.0024113439949015533,1.8112031797440258e-06,0.004485249755873208
target_conflict,100.0,47,0.0010276779646333555,0.0013613526285088371,0.0008282763702021216,0.0010104375480287633,0.9776038500292226,0.9454545454545454,-0.001115545046253697,-0.0018621530462537344,0.0018621530462537344,0.0,0.0007625899335305531,0.00034987815457817147,0.004490159394431159
state_context,0.01,120,0.0004526838013830725,0.0007442723342330561,0.0008866421603271176,0.001250791158175258,0.961513395202229,0.9272727272727272,0.002352691402278125,0.0016060834022780875,0.0016060834022780875,1.0,0.002150158685398297,3.3797620603041626e-06,0.004803774340230504
target_only,30.0,59,0.0006878018766820693,0.0009549317045094254,0.000784364381130517,0.0011338548041803886,0.9789084815016813,0.9490909090909091,-0.0016731900507536643,-0.0024197980507537015,0.0024197980507537015,0.0,0.0006922659160504933,0.00020288955569812265,0.0053475215578639036
target_conflict,30.0,47,0.0007374080111973687,0.001056485857974992,0.000967855724335612,0.0013771333917876871,0.9771689728717362,0.9454545454545454,-0.002152663275703469,-0.0028992712757035066,0.0028992712757035066,0.0,0.001000517518459616,0.00021336389954409448,0.0066088374632954396
target_only,10.0,59,0.0007034607211719134,0.0009963809965891797,0.0008988145227602386,0.001437237659442611,0.9806479901316266,0.9563636363636364,-0.002423122025101156,-0.0031697300251011936,0.0031697300251011936,0.0,0.0007766220994261115,0.00012799257416056922,0.006851733620739678
target_conflict,0.003,47,0.0006287999786676738,0.0010267464052713766,0.001131838441470573,0.0015546668606165879,0.83887803679109,0.8545454545454545,-0.0018279073314251164,-0.002574515331425154,0.002574515331425154,0.0,0.0022058578731839707,3.4848451909302322e-06,0.007146764691100574
target_conflict,0.01,47,0.0006639646367496629,0.001062637111716438,0.0011499770965362464,0.001577376377876001,0.8606218946654054,0.8690909090909091,-0.0019377131138763313,-0.0026843211138763688,0.0026843211138763688,0.0,0.0021615653061996974,7.1148459470224845e-06,0.0073172291447095375
target_conflict,0.03,47,0.0007001717659036077,0.0011356166752800219,0.0011506487373727024,0.0016063687440407456,0.8658404205552411,0.8690909090909091,-0.0021512692012781226,-0.00289787720127816,0.00289787720127816,0.0,0.0020197505995018378,1.3689445935090804e-05,0.007579935678220402
target_conflict,10.0,47,0.0007400680164404509,0.001095674609490356,0.001035873981354548,0.001624201092702879,0.9797782358166541,0.9527272727272728,-0.002765576648078992,-0.0035121846480790295,0.0035121846480790295,0.0,0.0011081751621990557,0.00011587583027999475,0.007837105032754104
target_only,3.0,59,0.0007936118478489748,0.0012005794027193852,0.0009898673861165285,0.0016506665855975768,0.9802131129741404,0.9527272727272728,-0.0029103446343337726,-0.00365695263433381,0.00365695263433381,0.0,0.0008476906342550746,7.849296027274162e-05,0.007865278256447011
target_conflict,0.1,47,0.0007584946143101738,0.0012554314505680449,0.001139697384687597,0.0016583068417430574,0.9162861708236529,0.8945454545454545,-0.0024804650010832605,-0.003227073001083298,0.003227073001083298,0.0,0.001771943784991598,2.3805723842842653e-05,0.007948368926549241
target_conflict,0.3,47,0.0007911667160889786,0.001362470412380822,0.0011183668104284641,0.0016997756732251206,0.969776061194469,0.9418181818181818,-0.0027282520440612195,-0.003474860044061257,0.003474860044061257,0.0,0.0015308566205848486,3.466306790305206e-05,0.008171593858411213
target_conflict,3.0,47,0.0008000705530341028,0.0012433203044014938,0.0010690154708730662,0.001715935592845524,0.9802131129741404,0.9527272727272728,-0.002949215460068871,-0.0036958234600689083,0.0036958234600689083,0.0,0.0012006224857942977,6.957358765484555e-05,0.008265396419141778
target_conflict,1.0,47,0.000818121306974384,0.0013682064989184956,0.0010923864401504552,0.0017221196101656591,0.9784736043441951,0.9490909090909091,-0.0028931514127683053,-0.0036397594127683427,0.0036397594127683427,0.0,0.0013224337930732755,5.037724948176909e-05,0.008281853566581197
target_only,1.0,59,0.00083194311967628,0.0013936246418532817,0.001071224927924389,0.001785954726849482,0.9802131129741404,0.9527272727272728,-0.0031893317246173758,-0.003935939724617413,0.003935939724617413,0.0,0.0009417951589066826,5.5225119124530384e-05,0.00851506274729554
target_only,0.3,59,0.0007875381179335205,0.0014117053514252512,0.0011606654482042068,0.0019113740527427628,0.9771689728717362,0.9454545454545454,-0.0034478889547447872,-0.004194496954744825,0.004194496954744825,0.0,0.0010973475178123657,3.511698404585897e-05,0.009177356070639218
target_only,0.1,59,0.0007243474544569838,0.0012816559821145989,0.0012407683764256564,0.0020066462551513666,0.9606436408872565,0.92,-0.0036392678311838404,-0.004385875831183878,0.004385875831183878,0.0,0.0012785629000466722,2.1602251243742168e-05,0.009730562042079588
target_only,0.03,59,0.0006168329916276808,0.001143281230838343,0.001329980970225672,0.002118516295956414,0.950206589107585,0.9127272727272727,-0.003847512035597774,-0.004594120035597811,0.004594120035597811,0.0,0.0015075211423882032,1.0954340256486827e-05,0.010354482534913221
target_only,0.01,59,0.000579126317231418,0.0011808892276916757,0.0014435723204287263,0.0023024274324851463,0.9458578175327219,0.9090909090909091,-0.0042250012300071,-0.0049716092300071376,0.0049716092300071376,0.0,0.001712282458503239,5.2586646577550945e-06,0.01128900088569593
target_only,0.003,59,0.0006691211140370701,0.001389600739602536,0.0016682349950958705,0.002726300466842106,0.9484670804776397,0.9090909090909091,-0.005196294763878055,-0.005942902763878093,0.005942902763878093,0.0,0.001908699947125927,2.620934347456814e-06,0.013385886521327491
