feature_set,target,neighbor_match_rate,random_match_rate,lift
raw_lifelog_pca,Q1,0.54,0.4902222222222223,0.049777777777777754
raw_lifelog_pca,Q2,0.5551111111111111,0.5266666666666666,0.028444444444444494
raw_lifelog_pca,Q3,0.5635555555555556,0.520888888888889,0.04266666666666663
raw_lifelog_pca,S1,0.6111111111111112,0.5702222222222222,0.040888888888888975
raw_lifelog_pca,S2,0.6164444444444444,0.5524444444444444,0.06399999999999995
raw_lifelog_pca,S3,0.6275555555555555,0.5426666666666666,0.0848888888888889
raw_lifelog_pca,S4,0.5502222222222222,0.5124444444444445,0.03777777777777769
raw_lifelog_pca,all,0.5805714285714285,0.5307936507936508,0.0497777777777777
existing_cohort_human_state,Q1,0.5502222222222222,0.5053333333333333,0.04488888888888887
existing_cohort_human_state,Q2,0.5724444444444445,0.5044444444444445,0.06800000000000006
existing_cohort_human_state,Q3,0.5408888888888889,0.5244444444444445,0.016444444444444373
existing_cohort_human_state,S1,0.6115555555555555,0.5737777777777777,0.0377777777777778
existing_cohort_human_state,S2,0.6106666666666667,0.5351111111111111,0.0755555555555556
existing_cohort_human_state,S3,0.6155555555555555,0.5528888888888889,0.06266666666666665
existing_cohort_human_state,S4,0.54,0.5008888888888889,0.039111111111111097
existing_cohort_human_state,all,0.5773333333333333,0.5281269841269841,0.04920634920634914
routine_break_predicted,Q1,0.5382222222222222,0.4951111111111111,0.043111111111111045
routine_break_predicted,Q2,0.5342222222222223,0.4982222222222222,0.03600000000000009
routine_break_predicted,Q3,0.5133333333333333,0.5262222222222223,-0.01288888888888895
routine_break_predicted,S1,0.5702222222222223,0.5648888888888889,0.005333333333333412
routine_break_predicted,S2,0.5431111111111111,0.5551111111111111,-0.01200000000000001
routine_break_predicted,S3,0.5671111111111111,0.5404444444444445,0.026666666666666616
routine_break_predicted,S4,0.5057777777777778,0.5164444444444444,-0.010666666666666602
routine_break_predicted,all,0.5388571428571429,0.5280634920634921,0.0107936507936508
sleep_pressure_predicted,Q1,0.5271111111111111,0.5004444444444445,0.026666666666666616
sleep_pressure_predicted,Q2,0.5275555555555556,0.5057777777777779,0.021777777777777674
sleep_pressure_predicted,Q3,0.5231111111111111,0.5342222222222222,-0.011111111111111072
sleep_pressure_predicted,S1,0.5768888888888889,0.5657777777777777,0.011111111111111183
sleep_pressure_predicted,S2,0.5542222222222223,0.5622222222222222,-0.007999999999999896
sleep_pressure_predicted,S3,0.5671111111111111,0.5408888888888889,0.026222222222222258
sleep_pressure_predicted,S4,0.5008888888888889,0.5097777777777778,-0.008888888888888835
sleep_pressure_predicted,all,0.5395555555555556,0.5313015873015873,0.008253968253968291
cohort_relative_predicted,Q1,0.5102222222222222,0.4924444444444444,0.017777777777777837
cohort_relative_predicted,Q2,0.5431111111111111,0.5097777777777778,0.033333333333333326
cohort_relative_predicted,Q3,0.563111111111111,0.5324444444444445,0.03066666666666651
cohort_relative_predicted,S1,0.5764444444444444,0.5804444444444444,-0.0040000000000000036
cohort_relative_predicted,S2,0.5457777777777778,0.5408888888888889,0.004888888888888943
cohort_relative_predicted,S3,0.596,0.5457777777777778,0.05022222222222217
cohort_relative_predicted,S4,0.5346666666666667,0.4986666666666667,0.03600000000000003
cohort_relative_predicted,all,0.5527619047619048,0.5286349206349207,0.024126984126984108
multi_target_predicted,Q1,0.5284444444444445,0.49333333333333335,0.03511111111111115
multi_target_predicted,Q2,0.556,0.5142222222222222,0.0417777777777778
multi_target_predicted,Q3,0.5346666666666667,0.5191111111111112,0.015555555555555545
multi_target_predicted,S1,0.5742222222222222,0.5577777777777778,0.016444444444444373
multi_target_predicted,S2,0.5551111111111111,0.5768888888888889,-0.021777777777777785
multi_target_predicted,S3,0.5675555555555556,0.5693333333333335,-0.001777777777777878
multi_target_predicted,S4,0.5013333333333333,0.4955555555555556,0.005777777777777715
multi_target_predicted,all,0.5453333333333333,0.5323174603174604,0.013015873015872925
multi_target_energy,Q1,0.4968888888888889,0.5204444444444444,-0.023555555555555496
multi_target_energy,Q2,0.5253333333333333,0.4866666666666667,0.03866666666666663
multi_target_energy,Q3,0.5275555555555556,0.5217777777777778,0.005777777777777771
multi_target_energy,S1,0.5697777777777777,0.5688888888888889,0.000888888888888828
multi_target_energy,S2,0.5613333333333334,0.5413333333333333,0.020000000000000018
multi_target_energy,S3,0.5657777777777777,0.5528888888888889,0.012888888888888839
multi_target_energy,S4,0.5222222222222223,0.5124444444444445,0.009777777777777774
multi_target_energy,all,0.5384126984126985,0.5292063492063492,0.009206349206349218
multi_target_predicted_energy,Q1,0.5271111111111111,0.49733333333333335,0.029777777777777736
multi_target_predicted_energy,Q2,0.528,0.5066666666666667,0.021333333333333315
multi_target_predicted_energy,Q3,0.5373333333333333,0.524,0.013333333333333308
multi_target_predicted_energy,S1,0.5844444444444444,0.5568888888888889,0.027555555555555555
multi_target_predicted_energy,S2,0.5564444444444444,0.532,0.02444444444444438
multi_target_predicted_energy,S3,0.5688888888888889,0.5542222222222223,0.014666666666666606
multi_target_predicted_energy,S4,0.5053333333333334,0.4786666666666667,0.026666666666666727
multi_target_predicted_energy,all,0.5439365079365079,0.5213968253968254,0.022539682539682526
multi_target_predicted_latent,Q1,0.5355555555555556,0.5,0.03555555555555556
multi_target_predicted_latent,Q2,0.5271111111111112,0.4888888888888889,0.038222222222222324
multi_target_predicted_latent,Q3,0.5262222222222223,0.5222222222222223,0.0040000000000000036
multi_target_predicted_latent,S1,0.5804444444444444,0.5662222222222222,0.014222222222222247
multi_target_predicted_latent,S2,0.56,0.5457777777777778,0.014222222222222247
multi_target_predicted_latent,S3,0.5746666666666668,0.5622222222222222,0.012444444444444591
multi_target_predicted_latent,S4,0.5124444444444444,0.4951111111111111,0.017333333333333256
multi_target_predicted_latent,all,0.5452063492063493,0.5257777777777777,0.019428571428571573
multi_target_core_latent,Q1,0.5248888888888888,0.5093333333333334,0.015555555555555434
multi_target_core_latent,Q2,0.5182222222222223,0.5111111111111111,0.007111111111111179
multi_target_core_latent,Q3,0.5284444444444445,0.5275555555555556,0.000888888888888939
multi_target_core_latent,S1,0.5844444444444444,0.5573333333333333,0.027111111111111086
multi_target_core_latent,S2,0.552,0.5466666666666666,0.005333333333333412
multi_target_core_latent,S3,0.5808888888888888,0.5528888888888889,0.027999999999999914
multi_target_core_latent,S4,0.5066666666666667,0.5044444444444445,0.0022222222222222365
multi_target_core_latent,all,0.5422222222222223,0.5299047619047619,0.012317460317460394
multi_target_safe_core,Q1,0.512888888888889,0.4942222222222222,0.018666666666666776
multi_target_safe_core,Q2,0.5364444444444445,0.512888888888889,0.023555555555555552
multi_target_safe_core,Q3,0.5204444444444444,0.508,0.01244444444444437
multi_target_safe_core,S1,0.5857777777777778,0.5902222222222223,-0.004444444444444473
multi_target_safe_core,S2,0.5693333333333334,0.5648888888888889,0.004444444444444473
multi_target_safe_core,S3,0.5613333333333334,0.5386666666666666,0.022666666666666724
multi_target_safe_core,S4,0.5213333333333332,0.5244444444444445,-0.0031111111111112866
multi_target_safe_core,all,0.5439365079365079,0.5333333333333333,0.010603174603174614
cohort_relative_observed,Q1,0.5071111111111111,0.48755555555555563,0.019555555555555437
cohort_relative_observed,Q2,0.5337777777777778,0.5097777777777778,0.02400000000000002
cohort_relative_observed,Q3,0.5728888888888889,0.5071111111111111,0.06577777777777782
cohort_relative_observed,S1,0.579111111111111,0.5613333333333334,0.01777777777777767
cohort_relative_observed,S2,0.5653333333333334,0.5337777777777778,0.03155555555555556
cohort_relative_observed,S3,0.6031111111111112,0.5551111111111111,0.04800000000000004
cohort_relative_observed,S4,0.5088888888888888,0.5097777777777778,-0.000888888888888939
cohort_relative_observed,all,0.552888888888889,0.5234920634920635,0.029396825396825532
cohort_relative_full,Q1,0.5124444444444445,0.49822222222222223,0.014222222222222247
cohort_relative_full,Q2,0.5444444444444444,0.5066666666666667,0.03777777777777769
cohort_relative_full,Q3,0.5728888888888889,0.5364444444444445,0.03644444444444439
cohort_relative_full,S1,0.5742222222222222,0.548,0.026222222222222147
cohort_relative_full,S2,0.548,0.5391111111111111,0.008888888888888946
cohort_relative_full,S3,0.5808888888888888,0.5488888888888889,0.03199999999999992
cohort_relative_full,S4,0.5097777777777779,0.5057777777777778,0.004000000000000115
cohort_relative_full,all,0.548952380952381,0.5261587301587302,0.02279365079365081
